MAT_GRP,MAT_GRP_DESC,ds,is_synthetic,y,receipt_qty,inv_qty,n_active_materials
426,PP EQPT. & SPARES,2024-10-31,1,2.0,2.0,5.0,2
426,PP EQPT. & SPARES,2024-11-30,1,2.0,2.0,5.0,2
426,PP EQPT. & SPARES,2024-12-31,1,2.0,2.0,5.0,2
426,PP EQPT. & SPARES,2025-01-31,1,2.0,2.0,5.0,2
426,PP EQPT. & SPARES,2025-02-28,1,2.0,2.0,5.0,2
426,PP EQPT. & SPARES,2025-03-31,1,2.0,2.0,5.0,2
426,PP EQPT. & SPARES,2025-04-30,1,2.0,2.0,5.0,2
426,PP EQPT. & SPARES,2025-05-31,1,2.0,2.0,5.0,2
426,PP EQPT. & SPARES,2025-06-30,1,2.0,2.0,5.0,2
426,PP EQPT. & SPARES,2025-07-31,1,2.0,2.0,5.0,2
426,PP EQPT. & SPARES,2025-08-31,1,2.0,2.0,5.0,2
426,PP EQPT. & SPARES,2025-09-30,0,2.0,4.0,4.0,2
426,PP EQPT. & SPARES,2025-10-31,0,2.0,4.0,2.0,2
451,BELT AND BELTINGS,2023-11-30,1,10019.6903,10717.258,27328.4724,52
451,BELT AND BELTINGS,2023-12-31,1,9143.8537,12183.9524,30368.5711,52
451,BELT AND BELTINGS,2024-01-31,1,9086.2596,10323.3594,31605.670899999997,52
451,BELT AND BELTINGS,2024-02-29,1,8863.638,10318.2427,33108.2756,52
451,BELT AND BELTINGS,2024-03-31,1,9533.8229,10004.0704,33588.5231,52
451,BELT AND BELTINGS,2024-04-30,1,10686.281500000001,9824.524000000001,32729.7656,52
451,BELT AND BELTINGS,2024-05-31,1,10073.3629,10875.3367,33558.0866,52
451,BELT AND BELTINGS,2024-06-30,1,10005.0888,10685.5698,34549.311,52
451,BELT AND BELTINGS,2024-07-31,1,9989.3888,11003.5442,35608.2404,52
451,BELT AND BELTINGS,2024-08-31,1,11641.8887,11234.919600000001,35263.2637,52
451,BELT AND BELTINGS,2024-09-30,1,12015.2888,11974.0605,35222.0354,52
451,BELT AND BELTINGS,2024-10-31,1,9444.2734,12022.0339,37799.7959,52
451,BELT AND BELTINGS,2024-11-30,1,9590.5196,13309.3958,41518.672099999996,52
451,BELT AND BELTINGS,2024-12-31,1,9069.1811,10282.5905,42732.0815,52
451,BELT AND BELTINGS,2025-01-31,1,8461.9692,10073.4945,44343.6068,52
451,BELT AND BELTINGS,2025-02-28,1,8987.6415,10379.2885,45735.2538,52
451,BELT AND BELTINGS,2025-03-31,1,9962.7626,11012.0165,46784.5077,52
451,BELT AND BELTINGS,2025-04-30,1,10396.6469,10039.357100000001,46427.217899999996,52
451,BELT AND BELTINGS,2025-05-31,1,11111.6608,12041.5439,47357.101,52
451,BELT AND BELTINGS,2025-06-30,1,11854.9781,11522.280499999999,47024.403399999996,52
451,BELT AND BELTINGS,2025-07-31,1,12188.1361,12688.213600000001,47524.4809,52
451,BELT AND BELTINGS,2025-08-31,1,10972.3068,13172.644,49724.8181,52
451,BELT AND BELTINGS,2025-09-30,0,9909.0,16575.0,42373.0,52
451,BELT AND BELTINGS,2025-10-31,0,9909.0,16575.0,42139.0,52
452,GEAR BOXES & SPARES,2023-11-30,1,183.0,200.0,34.0,37
452,GEAR BOXES & SPARES,2023-12-31,1,168.0,207.0,79.0,37
452,GEAR BOXES & SPARES,2024-01-31,1,177.0,186.0,92.0,37
452,GEAR BOXES & SPARES,2024-02-29,1,186.0,186.0,98.0,37
452,GEAR BOXES & SPARES,2024-03-31,1,187.0,188.0,102.0,37
452,GEAR BOXES & SPARES,2024-04-30,1,175.0,207.0,137.0,37
452,GEAR BOXES & SPARES,2024-05-31,1,170.0,218.0,186.0,37
452,GEAR BOXES & SPARES,2024-06-30,1,184.0,190.0,192.0,37
452,GEAR BOXES & SPARES,2024-07-31,1,180.0,199.0,212.0,37
452,GEAR BOXES & SPARES,2024-08-31,1,184.0,195.0,223.0,37
452,GEAR BOXES & SPARES,2024-09-30,1,173.0,195.0,245.0,37
452,GEAR BOXES & SPARES,2024-10-31,1,180.0,192.0,257.0,37
452,GEAR BOXES & SPARES,2024-11-30,1,176.0,196.0,277.0,37
452,GEAR BOXES & SPARES,2024-12-31,1,182.0,188.0,284.0,37
452,GEAR BOXES & SPARES,2025-01-31,1,186.0,205.0,303.0,37
452,GEAR BOXES & SPARES,2025-02-28,1,184.0,206.0,325.0,37
452,GEAR BOXES & SPARES,2025-03-31,1,184.0,194.0,335.0,37
452,GEAR BOXES & SPARES,2025-04-30,1,185.0,197.0,347.0,37
452,GEAR BOXES & SPARES,2025-05-31,1,188.0,221.0,380.0,37
452,GEAR BOXES & SPARES,2025-06-30,1,177.0,200.0,403.0,37
452,GEAR BOXES & SPARES,2025-07-31,1,177.0,207.0,433.0,37
452,GEAR BOXES & SPARES,2025-08-31,1,183.0,173.0,423.0,37
452,GEAR BOXES & SPARES,2025-09-30,0,175.0,175.0,143.0,37
452,GEAR BOXES & SPARES,2025-10-31,0,175.0,175.0,8.0,37
453,COUPLINGS &  SPARES,2023-11-30,1,386.0,472.0,90.0,27
453,COUPLINGS &  SPARES,2023-12-31,1,392.0,389.0,107.0,27
453,COUPLINGS &  SPARES,2024-01-31,1,401.0,426.0,149.0,27
453,COUPLINGS &  SPARES,2024-02-29,1,413.0,423.0,205.0,27
453,COUPLINGS &  SPARES,2024-03-31,1,390.0,500.0,316.0,27
453,COUPLINGS &  SPARES,2024-04-30,1,392.0,411.0,338.0,27
453,COUPLINGS &  SPARES,2024-05-31,1,398.0,474.0,414.0,27
453,COUPLINGS &  SPARES,2024-06-30,1,396.0,391.0,410.0,27
453,COUPLINGS &  SPARES,2024-07-31,1,383.0,454.0,481.0,27
453,COUPLINGS &  SPARES,2024-08-31,1,418.0,441.0,507.0,27
453,COUPLINGS &  SPARES,2024-09-30,1,418.0,443.0,544.0,27
453,COUPLINGS &  SPARES,2024-10-31,1,410.0,455.0,591.0,27
453,COUPLINGS &  SPARES,2024-11-30,1,416.0,493.0,668.0,27
453,COUPLINGS &  SPARES,2024-12-31,1,409.0,495.0,754.0,27
453,COUPLINGS &  SPARES,2025-01-31,1,405.0,464.0,813.0,27
453,COUPLINGS &  SPARES,2025-02-28,1,385.0,440.0,868.0,27
453,COUPLINGS &  SPARES,2025-03-31,1,381.0,395.0,882.0,27
453,COUPLINGS &  SPARES,2025-04-30,1,408.0,428.0,902.0,27
453,COUPLINGS &  SPARES,2025-05-31,1,407.0,428.0,923.0,27
453,COUPLINGS &  SPARES,2025-06-30,1,388.0,417.0,952.0,27
453,COUPLINGS &  SPARES,2025-07-31,1,381.0,428.0,999.0,27
453,COUPLINGS &  SPARES,2025-08-31,1,414.0,403.0,988.0,27
453,COUPLINGS &  SPARES,2025-09-30,0,389.0,399.0,46.0,27
453,COUPLINGS &  SPARES,2025-10-31,0,389.0,399.0,22.0,27
454,PULLEYS & ACCESSOR.,2023-11-30,1,17.0,19.0,3.0,3
454,PULLEYS & ACCESSOR.,2023-12-31,1,17.0,18.0,6.0,3
454,PULLEYS & ACCESSOR.,2024-01-31,1,15.0,19.0,10.0,3
454,PULLEYS & ACCESSOR.,2024-02-29,1,16.0,19.0,13.0,3
454,PULLEYS & ACCESSOR.,2024-03-31,1,17.0,16.0,12.0,3
454,PULLEYS & ACCESSOR.,2024-04-30,1,14.0,18.0,16.0,3
454,PULLEYS & ACCESSOR.,2024-05-31,1,18.0,18.0,16.0,3
454,PULLEYS & ACCESSOR.,2024-06-30,1,16.0,15.0,15.0,3
454,PULLEYS & ACCESSOR.,2024-07-31,1,18.0,19.0,16.0,3
454,PULLEYS & ACCESSOR.,2024-08-31,1,15.0,19.0,20.0,3
454,PULLEYS & ACCESSOR.,2024-09-30,1,17.0,18.0,21.0,3
454,PULLEYS & ACCESSOR.,2024-10-31,1,19.0,16.0,18.0,3
454,PULLEYS & ACCESSOR.,2024-11-30,1,20.0,22.0,20.0,3
454,PULLEYS & ACCESSOR.,2024-12-31,1,16.0,20.0,24.0,3
454,PULLEYS & ACCESSOR.,2025-01-31,1,18.0,17.0,23.0,3
454,PULLEYS & ACCESSOR.,2025-02-28,1,15.0,16.0,24.0,3
454,PULLEYS & ACCESSOR.,2025-03-31,1,16.0,17.0,25.0,3
454,PULLEYS & ACCESSOR.,2025-04-30,1,16.0,16.0,25.0,3
454,PULLEYS & ACCESSOR.,2025-05-31,1,13.0,19.0,31.0,3
454,PULLEYS & ACCESSOR.,2025-06-30,1,15.0,15.0,31.0,3
454,PULLEYS & ACCESSOR.,2025-07-31,1,16.0,16.0,31.0,3
454,PULLEYS & ACCESSOR.,2025-08-31,1,18.0,14.0,27.0,3
454,PULLEYS & ACCESSOR.,2025-09-30,0,16.0,16.0,0.0,3
454,PULLEYS & ACCESSOR.,2025-10-31,0,16.0,16.0,0.0,3
501,MOTORS,2023-11-30,1,32.0,39.0,10.0,7
501,MOTORS,2023-12-31,1,31.0,36.0,15.0,7
501,MOTORS,2024-01-31,1,30.0,33.0,18.0,7
501,MOTORS,2024-02-29,1,32.0,37.0,23.0,7
501,MOTORS,2024-03-31,1,38.0,32.0,17.0,7
501,MOTORS,2024-04-30,1,34.0,40.0,23.0,7
501,MOTORS,2024-05-31,1,37.0,41.0,27.0,7
501,MOTORS,2024-06-30,1,31.0,39.0,35.0,7
501,MOTORS,2024-07-31,1,35.0,37.0,37.0,7
501,MOTORS,2024-08-31,1,35.0,38.0,40.0,7
501,MOTORS,2024-09-30,1,32.0,33.0,41.0,7
501,MOTORS,2024-10-31,1,30.0,36.0,47.0,7
501,MOTORS,2024-11-30,1,32.0,31.0,46.0,7
501,MOTORS,2024-12-31,1,30.0,35.0,51.0,7
501,MOTORS,2025-01-31,1,33.0,34.0,52.0,7
501,MOTORS,2025-02-28,1,30.0,34.0,56.0,7
501,MOTORS,2025-03-31,1,32.0,32.0,56.0,7
501,MOTORS,2025-04-30,1,35.0,35.0,56.0,7
501,MOTORS,2025-05-31,1,32.0,32.0,56.0,7
501,MOTORS,2025-06-30,1,37.0,40.0,59.0,7
501,MOTORS,2025-07-31,1,39.0,36.0,56.0,7
501,MOTORS,2025-08-31,1,37.0,47.0,66.0,7
501,MOTORS,2025-09-30,0,32.0,32.0,18.0,7
501,MOTORS,2025-10-31,0,32.0,32.0,4.0,7
503,CIRCUIT BREAKERS,2023-11-30,1,859.0,913.0,2520.0,90
503,CIRCUIT BREAKERS,2023-12-31,1,840.0,940.0,2639.0,90
503,CIRCUIT BREAKERS,2024-01-31,1,855.0,975.0,2768.0,90
503,CIRCUIT BREAKERS,2024-02-29,1,849.0,921.0,2849.0,90
503,CIRCUIT BREAKERS,2024-03-31,1,877.0,949.0,2945.0,90
503,CIRCUIT BREAKERS,2024-04-30,1,933.0,955.0,2981.0,90
503,CIRCUIT BREAKERS,2024-05-31,1,849.0,953.0,3109.0,90
503,CIRCUIT BREAKERS,2024-06-30,1,875.0,1003.0,3236.0,90
503,CIRCUIT BREAKERS,2024-07-31,1,825.0,992.0,3403.0,90
503,CIRCUIT BREAKERS,2024-08-31,1,884.0,918.0,3437.0,90
503,CIRCUIT BREAKERS,2024-09-30,1,901.0,950.0,3487.0,90
503,CIRCUIT BREAKERS,2024-10-31,1,850.0,971.0,3609.0,90
503,CIRCUIT BREAKERS,2024-11-30,1,833.0,915.0,3691.0,90
503,CIRCUIT BREAKERS,2024-12-31,1,868.0,940.0,3762.0,90
503,CIRCUIT BREAKERS,2025-01-31,1,861.0,959.0,3861.0,90
503,CIRCUIT BREAKERS,2025-02-28,1,905.0,981.0,3941.0,90
503,CIRCUIT BREAKERS,2025-03-31,1,825.0,907.0,4023.0,90
503,CIRCUIT BREAKERS,2025-04-30,1,865.0,963.0,4121.0,90
503,CIRCUIT BREAKERS,2025-05-31,1,811.0,1004.0,4314.0,90
503,CIRCUIT BREAKERS,2025-06-30,1,891.0,941.0,4365.0,90
503,CIRCUIT BREAKERS,2025-07-31,1,864.0,957.0,4457.0,90
503,CIRCUIT BREAKERS,2025-08-31,1,915.0,960.0,4503.0,90
503,CIRCUIT BREAKERS,2025-09-30,0,828.0,1219.0,4042.5,90
503,CIRCUIT BREAKERS,2025-10-31,0,828.0,1219.0,3379.5,90
504,CONTACTORS,2023-11-30,1,579.0,607.0,1115.0,72
504,CONTACTORS,2023-12-31,1,564.0,621.0,1194.0,72
504,CONTACTORS,2024-01-31,1,546.0,623.0,1274.0,72
504,CONTACTORS,2024-02-29,1,543.0,617.0,1349.0,72
504,CONTACTORS,2024-03-31,1,563.0,608.0,1394.0,72
504,CONTACTORS,2024-04-30,1,524.0,593.0,1463.0,72
504,CONTACTORS,2024-05-31,1,568.0,603.0,1499.0,72
504,CONTACTORS,2024-06-30,1,591.0,639.0,1547.0,72
504,CONTACTORS,2024-07-31,1,631.0,658.0,1574.0,72
504,CONTACTORS,2024-08-31,1,561.0,729.0,1742.0,72
504,CONTACTORS,2024-09-30,1,604.0,610.0,1748.0,72
504,CONTACTORS,2024-10-31,1,601.0,606.0,1753.0,72
504,CONTACTORS,2024-11-30,1,574.0,668.0,1847.0,72
504,CONTACTORS,2024-12-31,1,575.0,626.0,1898.0,72
504,CONTACTORS,2025-01-31,1,545.0,609.0,1962.0,72
504,CONTACTORS,2025-02-28,1,588.0,588.0,1962.0,72
504,CONTACTORS,2025-03-31,1,597.0,655.0,2020.0,72
504,CONTACTORS,2025-04-30,1,560.0,632.0,2092.0,72
504,CONTACTORS,2025-05-31,1,560.0,650.0,2182.0,72
504,CONTACTORS,2025-06-30,1,565.0,617.0,2234.0,72
504,CONTACTORS,2025-07-31,1,543.0,605.0,2296.0,72
504,CONTACTORS,2025-08-31,1,622.0,598.0,2272.0,72
504,CONTACTORS,2025-09-30,0,561.0,1000.0,2032.0,72
504,CONTACTORS,2025-10-31,0,561.0,1000.0,2065.0,72
505,"RESISTNCES,RHEOSTATS",2023-11-30,1,119.0,124.0,2934.0,1
505,"RESISTNCES,RHEOSTATS",2023-12-31,1,166.0,98.0,2866.0,1
505,"RESISTNCES,RHEOSTATS",2024-01-31,1,207.0,213.0,2872.0,1
505,"RESISTNCES,RHEOSTATS",2024-02-29,1,141.0,288.0,3019.0,1
505,"RESISTNCES,RHEOSTATS",2024-03-31,1,175.0,190.0,3034.0,1
505,"RESISTNCES,RHEOSTATS",2024-04-30,1,112.0,159.0,3081.0,1
505,"RESISTNCES,RHEOSTATS",2024-05-31,1,141.0,139.0,3079.0,1
505,"RESISTNCES,RHEOSTATS",2024-06-30,1,175.0,167.0,3071.0,1
505,"RESISTNCES,RHEOSTATS",2024-07-31,1,124.0,197.0,3144.0,1
505,"RESISTNCES,RHEOSTATS",2024-08-31,1,118.0,105.0,3131.0,1
505,"RESISTNCES,RHEOSTATS",2024-09-30,1,116.0,124.0,3139.0,1
505,"RESISTNCES,RHEOSTATS",2024-10-31,1,179.0,141.0,3101.0,1
505,"RESISTNCES,RHEOSTATS",2024-11-30,1,157.0,188.0,3132.0,1
505,"RESISTNCES,RHEOSTATS",2024-12-31,1,163.0,194.0,3163.0,1
505,"RESISTNCES,RHEOSTATS",2025-01-31,1,127.0,200.0,3236.0,1
505,"RESISTNCES,RHEOSTATS",2025-02-28,1,193.0,110.0,3153.0,1
505,"RESISTNCES,RHEOSTATS",2025-03-31,1,169.0,188.0,3172.0,1
505,"RESISTNCES,RHEOSTATS",2025-04-30,1,165.0,230.0,3237.0,1
505,"RESISTNCES,RHEOSTATS",2025-05-31,1,215.0,215.0,3237.0,1
505,"RESISTNCES,RHEOSTATS",2025-06-30,1,170.0,273.0,3340.0,1
505,"RESISTNCES,RHEOSTATS",2025-07-31,1,156.0,158.0,3342.0,1
505,"RESISTNCES,RHEOSTATS",2025-08-31,1,133.0,208.0,3417.0,1
505,"RESISTNCES,RHEOSTATS",2025-09-30,0,150.0,150.0,3417.0,1
505,"RESISTNCES,RHEOSTATS",2025-10-31,0,150.0,150.0,3267.0,1
506,MASTER CONTR&SWITCH,2023-11-30,1,881.0,980.0,6473.0,38
506,MASTER CONTR&SWITCH,2023-12-31,1,851.0,1062.0,6684.0,38
506,MASTER CONTR&SWITCH,2024-01-31,1,810.0,1060.0,6937.0,38
506,MASTER CONTR&SWITCH,2024-02-29,1,832.0,942.0,7048.0,38
506,MASTER CONTR&SWITCH,2024-03-31,1,801.0,867.0,7114.0,38
506,MASTER CONTR&SWITCH,2024-04-30,1,747.0,888.0,7255.0,38
506,MASTER CONTR&SWITCH,2024-05-31,1,868.0,912.0,7301.0,38
506,MASTER CONTR&SWITCH,2024-06-30,1,824.0,791.0,7268.0,38
506,MASTER CONTR&SWITCH,2024-07-31,1,776.0,1074.0,7566.0,38
506,MASTER CONTR&SWITCH,2024-08-31,1,830.0,934.0,7670.0,38
506,MASTER CONTR&SWITCH,2024-09-30,1,804.0,880.0,7746.0,38
506,MASTER CONTR&SWITCH,2024-10-31,1,909.0,865.0,7702.0,38
506,MASTER CONTR&SWITCH,2024-11-30,1,812.0,926.0,7816.0,38
506,MASTER CONTR&SWITCH,2024-12-31,1,842.0,1020.0,7994.0,38
506,MASTER CONTR&SWITCH,2025-01-31,1,834.0,853.0,8013.0,38
506,MASTER CONTR&SWITCH,2025-02-28,1,791.0,902.0,8124.0,38
506,MASTER CONTR&SWITCH,2025-03-31,1,861.0,924.0,8187.0,38
506,MASTER CONTR&SWITCH,2025-04-30,1,841.0,865.0,8211.0,38
506,MASTER CONTR&SWITCH,2025-05-31,1,746.0,951.0,8416.0,38
506,MASTER CONTR&SWITCH,2025-06-30,1,848.0,891.0,8459.0,38
506,MASTER CONTR&SWITCH,2025-07-31,1,761.0,805.0,8503.0,38
506,MASTER CONTR&SWITCH,2025-08-31,1,763.0,1008.0,8748.0,38
506,MASTER CONTR&SWITCH,2025-09-30,0,806.0,1181.0,8722.0,38
506,MASTER CONTR&SWITCH,2025-10-31,0,806.0,1181.0,8031.0,38
507,"TRANSFRMRS, REACTORS",2023-11-30,1,13.0,14.0,46.0,5
507,"TRANSFRMRS, REACTORS",2023-12-31,1,10.0,14.0,50.0,5
507,"TRANSFRMRS, REACTORS",2024-01-31,1,11.0,15.0,54.0,5
507,"TRANSFRMRS, REACTORS",2024-02-29,1,11.0,10.0,53.0,5
507,"TRANSFRMRS, REACTORS",2024-03-31,1,11.0,12.0,54.0,5
507,"TRANSFRMRS, REACTORS",2024-04-30,1,10.0,13.0,57.0,5
507,"TRANSFRMRS, REACTORS",2024-05-31,1,11.0,14.0,60.0,5
507,"TRANSFRMRS, REACTORS",2024-06-30,1,11.0,10.0,59.0,5
507,"TRANSFRMRS, REACTORS",2024-07-31,1,14.0,12.0,57.0,5
507,"TRANSFRMRS, REACTORS",2024-08-31,1,14.0,15.0,58.0,5
507,"TRANSFRMRS, REACTORS",2024-09-30,1,14.0,15.0,59.0,5
507,"TRANSFRMRS, REACTORS",2024-10-31,1,14.0,15.0,60.0,5
507,"TRANSFRMRS, REACTORS",2024-11-30,1,13.0,14.0,61.0,5
507,"TRANSFRMRS, REACTORS",2024-12-31,1,11.0,16.0,66.0,5
507,"TRANSFRMRS, REACTORS",2025-01-31,1,12.0,12.0,66.0,5
507,"TRANSFRMRS, REACTORS",2025-02-28,1,9.0,11.0,68.0,5
507,"TRANSFRMRS, REACTORS",2025-03-31,1,11.0,14.0,71.0,5
507,"TRANSFRMRS, REACTORS",2025-04-30,1,12.0,10.0,69.0,5
507,"TRANSFRMRS, REACTORS",2025-05-31,1,12.0,14.0,71.0,5
507,"TRANSFRMRS, REACTORS",2025-06-30,1,13.0,13.0,71.0,5
507,"TRANSFRMRS, REACTORS",2025-07-31,1,12.0,14.0,73.0,5
507,"TRANSFRMRS, REACTORS",2025-08-31,1,12.0,16.0,77.0,5
507,"TRANSFRMRS, REACTORS",2025-09-30,0,11.0,11.0,71.0,5
507,"TRANSFRMRS, REACTORS",2025-10-31,0,11.0,11.0,65.0,5
509,"BRAKES,SOLENOIDS, ET",2023-11-30,1,35.0,41.0,33.0,8
509,"BRAKES,SOLENOIDS, ET",2023-12-31,1,33.0,38.0,39.0,8
509,"BRAKES,SOLENOIDS, ET",2024-01-31,1,37.0,35.0,38.0,8
509,"BRAKES,SOLENOIDS, ET",2024-02-29,1,32.0,36.0,43.0,8
509,"BRAKES,SOLENOIDS, ET",2024-03-31,1,34.0,40.0,49.0,8
509,"BRAKES,SOLENOIDS, ET",2024-04-30,1,31.0,31.0,49.0,8
509,"BRAKES,SOLENOIDS, ET",2024-05-31,1,31.0,37.0,55.0,8
509,"BRAKES,SOLENOIDS, ET",2024-06-30,1,31.0,33.0,57.0,8
509,"BRAKES,SOLENOIDS, ET",2024-07-31,1,36.0,31.0,52.0,8
509,"BRAKES,SOLENOIDS, ET",2024-08-31,1,32.0,34.0,54.0,8
509,"BRAKES,SOLENOIDS, ET",2024-09-30,1,38.0,37.0,53.0,8
509,"BRAKES,SOLENOIDS, ET",2024-10-31,1,38.0,36.0,51.0,8
509,"BRAKES,SOLENOIDS, ET",2024-11-30,1,34.0,45.0,62.0,8
509,"BRAKES,SOLENOIDS, ET",2024-12-31,1,33.0,40.0,69.0,8
509,"BRAKES,SOLENOIDS, ET",2025-01-31,1,35.0,37.0,71.0,8
509,"BRAKES,SOLENOIDS, ET",2025-02-28,1,29.0,40.0,82.0,8
509,"BRAKES,SOLENOIDS, ET",2025-03-31,1,30.0,36.0,88.0,8
509,"BRAKES,SOLENOIDS, ET",2025-04-30,1,32.0,33.0,89.0,8
509,"BRAKES,SOLENOIDS, ET",2025-05-31,1,35.0,37.0,91.0,8
509,"BRAKES,SOLENOIDS, ET",2025-06-30,1,32.0,34.0,93.0,8
509,"BRAKES,SOLENOIDS, ET",2025-07-31,1,38.0,33.0,88.0,8
509,"BRAKES,SOLENOIDS, ET",2025-08-31,1,36.0,40.0,92.0,8
509,"BRAKES,SOLENOIDS, ET",2025-09-30,0,33.0,38.0,57.0,8
509,"BRAKES,SOLENOIDS, ET",2025-10-31,0,33.0,38.0,43.0,8
510,PROCESS  INSTR.&SPRS,2023-11-30,1,41064.737,43399.878,84429.562,49
510,PROCESS  INSTR.&SPRS,2023-12-31,1,31056.1285,40200.2716,93575.7051,49
510,PROCESS  INSTR.&SPRS,2024-01-31,1,34837.1866,36692.6518,95438.1703,49
510,PROCESS  INSTR.&SPRS,2024-02-29,1,36213.6897,33721.5394,96286.02,49
510,PROCESS  INSTR.&SPRS,2024-03-31,1,38912.7799,40162.581,97535.8211,49
510,PROCESS  INSTR.&SPRS,2024-04-30,1,41720.4343,45839.8571,101655.2439,49
510,PROCESS  INSTR.&SPRS,2024-05-31,1,49045.0775,47508.5115,100118.6779,49
510,PROCESS  INSTR.&SPRS,2024-06-30,1,50382.785,47756.8952,97492.7881,49
510,PROCESS  INSTR.&SPRS,2024-07-31,1,50629.152,49008.1752,95871.8113,49
510,PROCESS  INSTR.&SPRS,2024-08-31,1,49208.706699999995,59308.0514,105971.156,49
510,PROCESS  INSTR.&SPRS,2024-09-30,1,39867.6093,46994.1979,113098.7446,49
510,PROCESS  INSTR.&SPRS,2024-10-31,1,35317.3084,59112.3666,136893.8028,49
510,PROCESS  INSTR.&SPRS,2024-11-30,1,39754.3106,42351.2379,139490.7301,49
510,PROCESS  INSTR.&SPRS,2024-12-31,1,40276.192299999995,37042.052599999995,136256.5904,49
510,PROCESS  INSTR.&SPRS,2025-01-31,1,28949.2659,48384.250700000004,155691.57520000002,49
510,PROCESS  INSTR.&SPRS,2025-02-28,1,33508.262,38677.496,160860.80920000002,49
510,PROCESS  INSTR.&SPRS,2025-03-31,1,38154.6385,32282.175,154988.3457,49
510,PROCESS  INSTR.&SPRS,2025-04-30,1,38475.882,38808.3876,155320.85129999998,49
510,PROCESS  INSTR.&SPRS,2025-05-31,1,48136.4493,42801.7085,149986.1105,49
510,PROCESS  INSTR.&SPRS,2025-06-30,1,45453.365399999995,45210.4823,149745.2274,49
510,PROCESS  INSTR.&SPRS,2025-07-31,1,49707.0518,48844.215,148882.39059999998,49
510,PROCESS  INSTR.&SPRS,2025-08-31,1,51431.668099999995,45109.2775,142560.0,49
510,PROCESS  INSTR.&SPRS,2025-09-30,0,40608.0,42889.0,121087.0,49
510,PROCESS  INSTR.&SPRS,2025-10-31,0,40608.0,42889.0,97256.0,49
511,"PANELS, CNTRL CABINE",2023-11-30,1,276.0,275.0,2576.0,21
511,"PANELS, CNTRL CABINE",2023-12-31,1,245.0,327.0,2658.0,21
511,"PANELS, CNTRL CABINE",2024-01-31,1,272.0,320.0,2706.0,21
511,"PANELS, CNTRL CABINE",2024-02-29,1,232.0,246.0,2720.0,21
511,"PANELS, CNTRL CABINE",2024-03-31,1,258.0,320.0,2782.0,21
511,"PANELS, CNTRL CABINE",2024-04-30,1,255.0,258.0,2785.0,21
511,"PANELS, CNTRL CABINE",2024-05-31,1,279.0,290.0,2796.0,21
511,"PANELS, CNTRL CABINE",2024-06-30,1,277.0,280.0,2799.0,21
511,"PANELS, CNTRL CABINE",2024-07-31,1,298.0,341.0,2842.0,21
511,"PANELS, CNTRL CABINE",2024-08-31,1,277.0,324.0,2889.0,21
511,"PANELS, CNTRL CABINE",2024-09-30,1,279.0,299.0,2909.0,21
511,"PANELS, CNTRL CABINE",2024-10-31,1,285.0,352.0,2976.0,21
511,"PANELS, CNTRL CABINE",2024-11-30,1,292.0,312.0,2996.0,21
511,"PANELS, CNTRL CABINE",2024-12-31,1,280.0,315.0,3031.0,21
511,"PANELS, CNTRL CABINE",2025-01-31,1,281.0,337.0,3087.0,21
511,"PANELS, CNTRL CABINE",2025-02-28,1,246.0,299.0,3140.0,21
511,"PANELS, CNTRL CABINE",2025-03-31,1,297.0,352.0,3195.0,21
511,"PANELS, CNTRL CABINE",2025-04-30,1,258.0,234.0,3171.0,21
511,"PANELS, CNTRL CABINE",2025-05-31,1,282.0,308.0,3197.0,21
511,"PANELS, CNTRL CABINE",2025-06-30,1,280.0,290.0,3207.0,21
511,"PANELS, CNTRL CABINE",2025-07-31,1,306.0,295.0,3196.0,21
511,"PANELS, CNTRL CABINE",2025-08-31,1,329.0,326.0,3193.0,21
511,"PANELS, CNTRL CABINE",2025-09-30,0,261.0,297.0,3193.0,21
511,"PANELS, CNTRL CABINE",2025-10-31,0,261.0,297.0,2932.0,21
512,"BRUSHES, HOLDERS ETC",2023-11-30,1,704.0,845.0,1098.0,14
512,"BRUSHES, HOLDERS ETC",2023-12-31,1,758.0,852.0,1193.0,14
512,"BRUSHES, HOLDERS ETC",2024-01-31,1,823.0,753.0,1123.0,14
512,"BRUSHES, HOLDERS ETC",2024-02-29,1,856.0,800.0,1070.0,14
512,"BRUSHES, HOLDERS ETC",2024-03-31,1,958.0,847.0,1017.0,14
512,"BRUSHES, HOLDERS ETC",2024-04-30,1,939.0,948.0,1086.0,14
512,"BRUSHES, HOLDERS ETC",2024-05-31,1,965.0,1166.0,1287.0,14
512,"BRUSHES, HOLDERS ETC",2024-06-30,1,960.0,1062.0,1389.0,14
512,"BRUSHES, HOLDERS ETC",2024-07-31,1,738.0,1013.0,1664.0,14
512,"BRUSHES, HOLDERS ETC",2024-08-31,1,761.0,1195.0,2098.0,14
512,"BRUSHES, HOLDERS ETC",2024-09-30,1,845.0,736.0,1993.0,14
512,"BRUSHES, HOLDERS ETC",2024-10-31,1,755.0,728.0,1966.0,14
512,"BRUSHES, HOLDERS ETC",2024-11-30,1,723.0,1041.0,2284.0,14
512,"BRUSHES, HOLDERS ETC",2024-12-31,1,715.0,853.0,2422.0,14
512,"BRUSHES, HOLDERS ETC",2025-01-31,1,853.0,785.0,2354.0,14
512,"BRUSHES, HOLDERS ETC",2025-02-28,1,933.0,860.0,2281.0,14
512,"BRUSHES, HOLDERS ETC",2025-03-31,1,1136.0,863.0,2008.0,14
